ano,idFuncao,nomeFuncao,valorPago
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,97250
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,3146.61
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,7990
2015,2,JUDICIARIA,0
2015,2,JUDICIARIA,2225.44
2015,3,"ESSENCIAL A JUSTICA",1039.39
2015,3,"ESSENCIAL A JUSTICA",1158.26
2015,3,"ESSENCIAL A JUSTICA",0
